"2017-06-14 at 11:07"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2017-06-14 11:12:38 1091.27 19.16 16.82 52.22 100.34 0.1737 0.1082
2017-06-14 11:12:39 1091.28 19.16 16.82 52.22 100.34 0.1737 0.1082
2017-06-14 11:12:40 1091.65 19.17 16.82 52.22 100.32 0.1737 0.1082
2017-06-14 11:12:41 1091.68 19.17 16.83 52.22 100.32 0.1737 0.1082
2017-06-14 11:12:42 1091.66 19.17 16.83 52.22 100.32 0.1737 0.1082
2017-06-14 11:12:43 1091.77 19.17 16.83 52.22 100.32 0.1738 0.1082
2017-06-14 11:12:44 1091.68 19.18 16.83 52.22 100.32 0.1737 0.1082
2017-06-14 11:12:45 1091.27 19.17 16.83 52.22 100.34 0.1737 0.1082
2017-06-14 11:12:46 1091.66 19.18 16.83 52.22 100.32 0.1737 0.1082
2017-06-14 11:12:47 1091.32 19.18 16.83 52.25 100.34 0.1737 0.1082
2017-06-14 11:12:48 1091.63 19.18 16.84 52.25 100.32 0.1737 0.1082
2017-06-14 11:12:49 1091.64 19.18 16.84 52.25 100.32 0.1737 0.1082
2017-06-14 11:12:50 1091.86 19.19 16.84 52.22 100.30 0.1737 0.1082
2017-06-14 11:12:51 1091.82 19.19 16.84 52.22 100.30 0.1737 0.1082
2017-06-14 11:12:52 1091.46 19.19 16.84 52.22 100.32 0.1737 0.1083
2017-06-14 11:12:53 1091.37 19.19 16.84 52.22 100.32 0.1737 0.1083
2017-06-14 11:12:54 1091.35 19.19 16.84 52.22 100.32 0.1737 0.1083
2017-06-14 11:12:55 1090.66 19.19 16.84 52.22 100.36 0.1737 0.1083
2017-06-14 11:12:56 1091.06 19.19 16.84 52.22 100.33 0.1737 0.1083
2017-06-14 11:12:57 1090.96 19.19 16.85 52.22 100.33 0.1737 0.1083
2017-06-14 11:12:58 1091.41 19.20 16.85 52.22 100.31 0.1737 0.1083
2017-06-14 11:12:59 1091.07 19.20 16.85 52.22 100.33 0.1737 0.1083
2017-06-14 11:13:00 1091.23 19.20 16.85 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:01 1090.66 19.20 16.85 52.22 100.34 0.1737 0.1083
2017-06-14 11:13:02 1090.95 19.21 16.86 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:03 1090.56 19.20 16.86 52.22 100.34 0.1737 0.1083
2017-06-14 11:13:04 1090.78 19.21 16.86 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:05 1090.86 19.21 16.86 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:06 1090.74 19.21 16.86 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:07 1090.42 19.21 16.86 52.22 100.34 0.1737 0.1083
2017-06-14 11:13:08 1090.74 19.21 16.86 52.22 100.32 0.1737 0.1083
2017-06-14 11:13:09 1090.70 19.21 16.86 52.22 100.32 0.1737 0.1084
2017-06-14 11:13:10 1090.55 19.21 16.86 52.22 100.32 0.1736 0.1084
2017-06-14 11:13:11 1090.30 19.21 16.86 52.22 100.34 0.1737 0.1084
2017-06-14 11:13:12 1090.63 19.21 16.86 52.22 100.32 0.1736 0.1083
2017-06-14 11:13:13 1090.70 19.21 16.86 52.22 100.32 0.1737 0.1084
2017-06-14 11:13:14 1090.13 19.21 16.86 52.22 100.34 0.1736 0.1084
2017-06-14 11:13:15 1090.26 19.21 16.86 52.22 100.34 0.1736 0.1084
2017-06-14 11:13:16 1090.16 19.21 16.87 52.22 100.34 0.1736 0.1084
2017-06-14 11:13:17 1090.62 19.23 16.87 52.25 100.32 0.1736 0.1084
2017-06-14 11:13:18 1090.56 19.23 16.87 52.25 100.32 0.1736 0.1084
2017-06-14 11:13:19 1090.53 19.23 16.87 52.25 100.32 0.1736 0.1084
2017-06-14 11:13:20 1090.82 19.24 16.88 52.22 100.30 0.1736 0.1084
2017-06-14 11:13:21 1090.45 19.23 16.87 52.19 100.32 0.1736 0.1084
2017-06-14 11:13:22 1090.22 19.23 16.87 52.19 100.32 0.1736 0.1084
2017-06-14 11:13:23 1088.08 19.21 16.86 52.19 100.34 0.1735 0.1084
2017-06-14 11:13:24 1083.23 19.17 16.83 52.22 100.34 0.1730 0.1082
2017-06-14 11:13:25 1075.00 19.11 16.78 52.22 100.34 0.1722 0.1080
2017-06-14 11:13:26 1066.48 19.04 16.72 52.22 100.32 0.1713 0.1077
2017-06-14 11:13:27 1057.26 18.97 16.65 52.22 100.30 0.1704 0.1074
2017-06-14 11:13:28 1039.14 18.82 16.54 52.22 100.31 0.1687 0.1068
2017-06-14 11:13:29 1019.79 18.65 16.40 52.22 100.36 0.1668 0.1062
2017-06-14 11:13:30 1004.62 18.52 16.29 52.22 100.33 0.1653 0.1057
2017-06-14 11:13:31 985.04 18.34 16.14 52.22 100.36 0.1634 0.1050
2017-06-14 11:13:32 965.63 18.17 15.98 52.22 100.33 0.1614 0.1043
2017-06-14 11:13:33 945.82 17.98 15.82 52.22 100.36 0.1594 0.1036
2017-06-14 11:13:34 937.06 17.90 15.75 52.22 100.33 0.1584 0.1033
2017-06-14 11:13:35 920.94 17.75 15.62 52.22 100.31 0.1567 0.1027
2017-06-14 11:13:36 903.77 17.58 15.47 52.22 100.33 0.1549 0.1020
2017-06-14 11:13:37 886.77 17.41 15.32 52.22 100.36 0.1531 0.1014
2017-06-14 11:13:38 871.31 17.25 15.18 52.22 100.36 0.1515 0.1008
2017-06-14 11:13:39 864.57 17.16 15.10 52.22 100.33 0.1507 0.1004
2017-06-14 11:13:40 853.07 17.04 14.98 52.22 100.33 0.1495 0.0999
2017-06-14 11:13:41 842.39 16.93 14.88 52.22 100.33 0.1483 0.0995
2017-06-14 11:13:42 834.45 16.85 14.80 52.22 100.30 0.1474 0.0991
2017-06-14 11:13:43 826.48 16.75 14.72 52.22 100.35 0.1465 0.0988
2017-06-14 11:13:44 822.62 16.69 14.66 52.22 100.35 0.1461 0.0985
2017-06-14 11:13:45 820.71 16.63 14.61 52.22 100.37 0.1459 0.0983
2017-06-14 11:13:46 819.84 16.58 14.56 52.22 100.33 0.1458 0.0981
2017-06-14 11:13:47 819.29 16.54 14.52 52.22 100.36 0.1457 0.0979
2017-06-14 11:13:48 820.75 16.52 14.50 52.22 100.35 0.1459 0.0978
2017-06-14 11:13:49 819.44 16.48 14.47 52.22 100.35 0.1457 0.0977
2017-06-14 11:13:50 817.75 16.45 14.44 52.22 100.35 0.1455 0.0975
2017-06-14 11:13:51 816.13 16.42 14.41 52.22 100.33 0.1453 0.0974
2017-06-14 11:13:52 814.57 16.38 14.38 52.22 100.36 0.1452 0.0973
2017-06-14 11:13:53 813.75 16.36 14.36 52.22 100.33 0.1451 0.0972
2017-06-14 11:13:54 810.85 16.34 14.33 52.22 100.33 0.1448 0.0971
2017-06-14 11:13:55 807.07 16.32 14.31 52.22 100.36 0.1444 0.0970
2017-06-14 11:13:56 806.03 16.31 14.31 52.22 100.33 0.1442 0.0970
2017-06-14 11:13:57 803.82 16.31 14.30 52.22 100.33 0.1440 0.0969
2017-06-14 11:13:58 801.57 16.30 14.29 52.22 100.31 0.1437 0.0969
2017-06-14 11:13:59 799.08 16.29 14.29 52.22 100.33 0.1434 0.0969
2017-06-14 11:14:00 799.07 16.29 14.29 52.22 100.36 0.1435 0.0969
2017-06-14 11:14:01 800.24 16.30 14.30 52.22 100.33 0.1436 0.0969
2017-06-14 11:14:02 801.00 16.31 14.31 52.22 100.33 0.1436 0.0970
2017-06-14 11:14:03 801.31 16.32 14.31 52.22 100.33 0.1437 0.0970
2017-06-14 11:14:04 801.53 16.32 14.32 52.22 100.33 0.1437 0.0970
2017-06-14 11:14:05 801.35 16.32 14.32 52.22 100.33 0.1437 0.0970
2017-06-14 11:14:06 801.10 16.33 14.32 52.22 100.33 0.1437 0.0970
2017-06-14 11:14:07 800.84 16.33 14.32 52.22 100.33 0.1436 0.0970
2017-06-14 11:14:08 800.57 16.33 14.33 52.22 100.33 0.1436 0.0971
2017-06-14 11:14:09 800.30 16.34 14.33 52.22 100.33 0.1436 0.0971
2017-06-14 11:14:10 799.87 16.34 14.33 52.22 100.33 0.1435 0.0971
2017-06-14 11:14:11 799.57 16.34 14.34 52.22 100.33 0.1435 0.0971
2017-06-14 11:14:12 799.19 16.34 14.34 52.22 100.33 0.1434 0.0971
2017-06-14 11:14:13 798.86 16.35 14.34 52.22 100.33 0.1434 0.0971
2017-06-14 11:14:14 798.22 16.34 14.34 52.22 100.36 0.1434 0.0971
2017-06-14 11:14:15 798.30 16.35 14.35 52.22 100.33 0.1433 0.0971
2017-06-14 11:14:16 797.88 16.35 14.35 52.22 100.36 0.1433 0.0972
2017-06-14 11:14:17 797.86 16.36 14.35 52.22 100.36 0.1433 0.0972
2017-06-14 11:14:18 798.12 16.36 14.36 52.22 100.33 0.1433 0.0972
2017-06-14 11:14:19 798.12 16.37 14.36 52.22 100.33 0.1433 0.0972
2017-06-14 11:14:20 798.07 16.37 14.36 52.22 100.33 0.1433 0.0972
2017-06-14 11:14:21 798.12 16.38 14.37 52.22 100.33 0.1433 0.0972
2017-06-14 11:14:22 797.79 16.38 14.37 52.19 100.36 0.1433 0.0973
2017-06-14 11:14:23 798.10 16.38 14.38 52.19 100.33 0.1433 0.0973
2017-06-14 11:14:24 797.78 16.38 14.38 52.19 100.36 0.1433 0.0973
2017-06-14 11:14:25 798.13 16.39 14.38 52.22 100.33 0.1433 0.0973
2017-06-14 11:14:26 797.71 16.39 14.38 52.22 100.33 0.1433 0.0973
2017-06-14 11:14:27 796.56 16.39 14.38 52.22 100.31 0.1431 0.0973
2017-06-14 11:14:28 794.68 16.39 14.38 52.22 100.32 0.1429 0.0973
2017-06-14 11:14:29 793.15 16.39 14.38 52.22 100.32 0.1427 0.0973
2017-06-14 11:14:30 791.55 16.39 14.38 52.22 100.34 0.1426 0.0973
2017-06-14 11:14:31 790.30 16.39 14.38 52.22 100.32 0.1424 0.0973
2017-06-14 11:14:32 788.61 16.39 14.38 52.22 100.32 0.1422 0.0973
2017-06-14 11:14:33 786.99 16.39 14.38 52.22 100.32 0.1420 0.0973
2017-06-14 11:14:34 786.69 16.40 14.38 52.22 100.30 0.1420 0.0973
2017-06-14 11:14:35 786.10 16.40 14.38 52.22 100.30 0.1419 0.0973
2017-06-14 11:14:36 786.55 16.40 14.39 52.22 100.34 0.1420 0.0973
2017-06-14 11:14:37 788.65 16.42 14.41 52.22 100.32 0.1422 0.0974
2017-06-14 11:14:38 790.60 16.43 14.42 52.22 100.32 0.1424 0.0974
2017-06-14 11:14:39 792.16 16.45 14.43 52.22 100.32 0.1426 0.0975
2017-06-14 11:14:40 792.70 16.45 14.44 52.22 100.34 0.1427 0.0975
2017-06-14 11:14:41 794.61 16.47 14.45 52.22 100.32 0.1429 0.0976
2017-06-14 11:14:42 796.48 16.48 14.47 52.22 100.32 0.1431 0.0976
2017-06-14 11:14:43 798.38 16.50 14.48 52.22 100.32 0.1433 0.0977
2017-06-14 11:14:44 799.30 16.51 14.49 52.22 100.34 0.1435 0.0978
2017-06-14 11:14:45 800.06 16.52 14.50 52.22 100.34 0.1435 0.0978
2017-06-14 11:14:46 800.59 16.53 14.51 52.22 100.32 0.1436 0.0979
2017-06-14 11:14:47 800.11 16.54 14.52 52.22 100.32 0.1435 0.0979
2017-06-14 11:14:48 800.07 16.55 14.53 52.22 100.32 0.1435 0.0979
2017-06-14 11:14:49 800.19 16.55 14.53 52.22 100.32 0.1435 0.0979
2017-06-14 11:14:50 800.15 16.55 14.53 52.22 100.32 0.1435 0.0979
2017-06-14 11:14:51 800.13 16.56 14.54 52.22 100.32 0.1435 0.0980
2017-06-14 11:14:52 799.84 16.56 14.54 52.22 100.34 0.1435 0.0980
2017-06-14 11:14:53 800.13 16.56 14.54 52.22 100.32 0.1435 0.0980
2017-06-14 11:14:54 800.03 16.56 14.55 52.22 100.34 0.1435 0.0980
2017-06-14 11:14:55 800.27 16.57 14.55 52.22 100.32 0.1435 0.0980
2017-06-14 11:14:56 800.62 16.58 14.55 52.22 100.30 0.1436 0.0980
2017-06-14 11:14:57 800.67 16.58 14.56 52.22 100.30 0.1436 0.0980
2017-06-14 11:14:58 800.08 16.58 14.56 52.22 100.34 0.1436 0.0981
2017-06-14 11:14:59 800.11 16.58 14.56 52.22 100.34 0.1436 0.0981
2017-06-14 11:15:00 800.39 16.59 14.57 52.22 100.32 0.1436 0.0981
2017-06-14 11:15:01 800.13 16.59 14.57 52.22 100.34 0.1436 0.0981
2017-06-14 11:15:02 800.09 16.59 14.57 52.22 100.34 0.1436 0.0981
2017-06-14 11:15:03 800.36 16.60 14.58 52.22 100.32 0.1436 0.0981
2017-06-14 11:15:04 800.33 16.61 14.58 52.22 100.32 0.1436 0.0982
2017-06-14 11:15:05 800.60 16.61 14.59 52.22 100.30 0.1436 0.0982
2017-06-14 11:15:06 800.35 16.61 14.59 52.22 100.32 0.1436 0.0982
2017-06-14 11:15:07 800.31 16.62 14.59 52.22 100.32 0.1435 0.0982
2017-06-14 11:15:08 800.27 16.62 14.60 52.22 100.32 0.1435 0.0982
2017-06-14 11:15:09 800.36 16.62 14.60 52.22 100.32 0.1436 0.0982
2017-06-14 11:15:10 800.10 16.62 14.60 52.22 100.34 0.1436 0.0982
2017-06-14 11:15:11 800.36 16.63 14.60 52.22 100.32 0.1436 0.0982
2017-06-14 11:15:12 800.46 16.63 14.61 52.22 100.32 0.1436 0.0983
2017-06-14 11:15:13 800.45 16.64 14.61 52.22 100.32 0.1436 0.0983
2017-06-14 11:15:14 800.69 16.64 14.62 52.22 100.31 0.1436 0.0983
2017-06-14 11:15:15 800.67 16.65 14.62 52.22 100.31 0.1436 0.0983
2017-06-14 11:15:16 800.49 16.64 14.62 52.22 100.33 0.1436 0.0983
2017-06-14 11:15:17 800.71 16.65 14.62 52.22 100.31 0.1436 0.0983
2017-06-14 11:15:18 800.74 16.66 14.63 52.22 100.31 0.1436 0.0983
2017-06-14 11:15:19 800.74 16.66 14.63 52.22 100.31 0.1436 0.0984
2017-06-14 11:15:20 800.64 16.66 14.63 52.19 100.31 0.1436 0.0984
2017-06-14 11:15:21 800.27 16.66 14.63 52.19 100.33 0.1436 0.0984
2017-06-14 11:15:22 800.59 16.67 14.64 52.19 100.31 0.1436 0.0984
2017-06-14 11:15:23 800.57 16.67 14.64 52.19 100.31 0.1436 0.0984
2017-06-14 11:15:24 800.69 16.67 14.64 52.22 100.31 0.1436 0.0984
2017-06-14 11:15:25 800.45 16.67 14.65 52.22 100.32 0.1436 0.0984
2017-06-14 11:15:26 800.09 16.67 14.65 52.22 100.34 0.1436 0.0984
2017-06-14 11:15:27 800.60 16.69 14.65 52.22 100.30 0.1436 0.0985
2017-06-14 11:15:28 800.36 16.68 14.66 52.22 100.32 0.1436 0.0985
2017-06-14 11:15:29 800.02 16.68 14.66 52.22 100.34 0.1435 0.0985
2017-06-14 11:15:30 800.04 16.69 14.66 52.22 100.34 0.1436 0.0985
2017-06-14 11:15:31 800.04 16.69 14.66 52.22 100.34 0.1436 0.0985
2017-06-14 11:15:32 800.31 16.70 14.67 52.22 100.32 0.1436 0.0985
2017-06-14 11:15:33 800.27 16.70 14.67 52.22 100.32 0.1435 0.0985
2017-06-14 11:15:34 800.54 16.71 14.67 52.22 100.30 0.1435 0.0985
2017-06-14 11:15:35 800.24 16.70 14.67 52.22 100.32 0.1435 0.0985
2017-06-14 11:15:36 800.30 16.71 14.68 52.22 100.32 0.1435 0.0986
2017-06-14 11:15:37 800.14 16.70 14.68 52.22 100.34 0.1436 0.0986
2017-06-14 11:15:38 800.30 16.71 14.68 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:39 800.33 16.71 14.68 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:40 800.32 16.72 14.68 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:41 800.62 16.72 14.69 52.22 100.30 0.1436 0.0986
2017-06-14 11:15:42 800.38 16.72 14.69 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:43 800.45 16.73 14.69 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:44 800.49 16.73 14.70 52.22 100.32 0.1436 0.0986
2017-06-14 11:15:45 800.15 16.73 14.70 52.22 100.34 0.1436 0.0987
2017-06-14 11:15:46 800.40 16.74 14.70 52.22 100.32 0.1436 0.0987
2017-06-14 11:15:47 800.07 16.73 14.70 52.22 100.34 0.1436 0.0987
2017-06-14 11:15:48 800.38 16.74 14.71 52.22 100.32 0.1436 0.0987
2017-06-14 11:15:49 800.44 16.74 14.71 52.22 100.32 0.1436 0.0987
2017-06-14 11:15:50 800.46 16.75 14.71 52.22 100.32 0.1436 0.0987
2017-06-14 11:15:51 800.23 16.74 14.71 52.22 100.34 0.1436 0.0987
2017-06-14 11:15:52 800.25 16.75 14.72 52.22 100.34 0.1436 0.0987
2017-06-14 11:15:53 800.44 16.76 14.72 52.22 100.32 0.1436 0.0988
2017-06-14 11:15:54 800.37 16.76 14.73 52.22 100.32 0.1436 0.0988
2017-06-14 11:15:55 800.13 16.76 14.73 52.22 100.34 0.1436 0.0988
2017-06-14 11:15:56 800.45 16.77 14.73 52.22 100.32 0.1436 0.0988
2017-06-14 11:15:57 800.52 16.77 14.74 52.22 100.32 0.1436 0.0988
2017-06-14 11:15:58 800.49 16.78 14.74 52.22 100.32 0.1436 0.0988
2017-06-14 11:15:59 800.22 16.77 14.74 52.22 100.34 0.1436 0.0988
2017-06-14 11:16:00 800.43 16.78 14.75 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:01 800.16 16.78 14.75 52.22 100.34 0.1436 0.0989
2017-06-14 11:16:02 800.32 16.79 14.75 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:03 800.36 16.79 14.75 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:04 800.61 16.80 14.76 52.22 100.30 0.1436 0.0989
2017-06-14 11:16:05 800.36 16.80 14.76 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:06 800.35 16.80 14.76 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:07 800.31 16.80 14.76 52.22 100.32 0.1436 0.0989
2017-06-14 11:16:08 800.11 16.80 14.76 52.22 100.33 0.1435 0.0989
2017-06-14 11:16:09 800.14 16.80 14.77 52.22 100.33 0.1435 0.0989
2017-06-14 11:16:10 800.32 16.81 14.77 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:11 800.38 16.81 14.77 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:12 800.35 16.82 14.78 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:13 800.40 16.82 14.78 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:14 800.33 16.82 14.78 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:15 800.42 16.83 14.79 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:16 800.33 16.83 14.79 52.22 100.31 0.1435 0.0990
2017-06-14 11:16:17 800.08 16.83 14.79 52.22 100.33 0.1435 0.0991
2017-06-14 11:16:18 800.44 16.84 14.79 52.22 100.31 0.1435 0.0991
2017-06-14 11:16:19 800.34 16.84 14.80 52.22 100.31 0.1435 0.0991
2017-06-14 11:16:20 800.70 16.85 14.80 52.22 100.29 0.1435 0.0991
2017-06-14 11:16:21 800.32 16.84 14.80 52.22 100.31 0.1435 0.0991
2017-06-14 11:16:22 800.42 16.84 14.80 52.22 100.31 0.1435 0.0991
2017-06-14 11:16:23 800.45 16.85 14.80 52.25 100.31 0.1435 0.0991
2017-06-14 11:16:24 800.47 16.85 14.81 52.25 100.31 0.1435 0.0991
2017-06-14 11:16:25 800.42 16.85 14.81 52.25 100.31 0.1435 0.0991
2017-06-14 11:16:26 800.50 16.85 14.81 52.25 100.31 0.1435 0.0991
2017-06-14 11:16:27 800.50 16.86 14.81 52.22 100.31 0.1436 0.0991
2017-06-14 11:16:28 800.76 16.86 14.81 52.22 100.29 0.1436 0.0991
2017-06-14 11:16:29 800.29 16.86 14.82 52.22 100.33 0.1436 0.0992
2017-06-14 11:16:30 800.55 16.86 14.82 52.22 100.31 0.1436 0.0992
2017-06-14 11:16:31 800.45 16.87 14.82 52.22 100.31 0.1436 0.0992
2017-06-14 11:16:32 800.58 16.87 14.83 52.22 100.31 0.1436 0.0992
2017-06-14 11:16:33 800.49 16.87 14.83 52.22 100.31 0.1436 0.0992
2017-06-14 11:16:34 800.77 16.88 14.83 52.22 100.29 0.1436 0.0992
2017-06-14 11:16:35 800.38 16.88 14.83 52.22 100.31 0.1435 0.0992
2017-06-14 11:16:36 800.51 16.88 14.84 52.22 100.31 0.1436 0.0993
2017-06-14 11:16:37 800.12 16.88 14.84 52.22 100.33 0.1435 0.0993
2017-06-14 11:16:38 800.17 16.88 14.84 52.22 100.33 0.1436 0.0993
2017-06-14 11:16:39 800.13 16.88 14.84 52.22 100.33 0.1435 0.0993
2017-06-14 11:16:40 800.16 16.89 14.84 52.22 100.33 0.1436 0.0993
2017-06-14 11:16:41 800.80 16.90 14.85 52.22 100.29 0.1436 0.0993
2017-06-14 11:16:42 800.74 16.90 14.85 52.22 100.29 0.1436 0.0993
2017-06-14 11:16:43 800.86 16.90 14.85 52.22 100.29 0.1436 0.0993
2017-06-14 11:16:44 800.29 16.90 14.85 52.22 100.33 0.1436 0.0993
2017-06-14 11:16:45 800.60 16.91 14.86 52.22 100.31 0.1436 0.0994
2017-06-14 11:16:46 800.43 16.91 14.86 52.22 100.31 0.1436 0.0994
2017-06-14 11:16:47 800.52 16.91 14.87 52.22 100.31 0.1436 0.0994
2017-06-14 11:16:48 800.74 16.92 14.87 52.22 100.29 0.1436 0.0994
2017-06-14 11:16:49 800.55 16.92 14.87 52.22 100.31 0.1436 0.0994
2017-06-14 11:16:50 800.75 16.93 14.88 52.22 100.29 0.1436 0.0994
2017-06-14 11:16:51 800.50 16.93 14.88 52.22 100.31 0.1436 0.0994
2017-06-14 11:16:52 800.14 16.92 14.88 52.22 100.33 0.1435 0.0994
2017-06-14 11:16:53 800.41 16.93 14.88 52.22 100.31 0.1435 0.0994
2017-06-14 11:16:54 800.24 16.93 14.88 52.22 100.32 0.1435 0.0995
2017-06-14 11:16:55 800.22 16.93 14.89 52.22 100.32 0.1435 0.0995
2017-06-14 11:16:56 800.30 16.94 14.89 52.22 100.32 0.1436 0.0995
2017-06-14 11:16:57 800.31 16.94 14.89 52.22 100.32 0.1436 0.0995
2017-06-14 11:16:58 800.30 16.94 14.89 52.22 100.32 0.1436 0.0995
2017-06-14 11:16:59 800.20 16.94 14.90 52.22 100.32 0.1435 0.0995
2017-06-14 11:17:00 800.15 16.95 14.90 52.22 100.32 0.1435 0.0995
2017-06-14 11:17:01 800.35 16.95 14.90 52.22 100.31 0.1435 0.0995
2017-06-14 11:17:02 799.90 16.95 14.90 52.22 100.34 0.1435 0.0995
2017-06-14 11:17:03 800.19 16.96 14.91 52.22 100.32 0.1435 0.0996
2017-06-14 11:17:04 800.59 16.97 14.91 52.22 100.29 0.1435 0.0996
2017-06-14 11:17:05 800.38 16.96 14.91 52.22 100.31 0.1435 0.0996
2017-06-14 11:17:06 800.06 16.96 14.91 52.22 100.33 0.1435 0.0996
2017-06-14 11:17:07 800.36 16.97 14.92 52.22 100.31 0.1435 0.0996
2017-06-14 11:17:08 800.17 16.97 14.92 52.22 100.33 0.1436 0.0996
2017-06-14 11:17:09 800.47 16.97 14.92 52.22 100.31 0.1436 0.0996
2017-06-14 11:17:10 800.58 16.98 14.92 52.22 100.31 0.1436 0.0996
2017-06-14 11:17:11 800.72 16.98 14.92 52.22 100.29 0.1436 0.0996
2017-06-14 11:17:12 800.81 16.98 14.93 52.22 100.29 0.1436 0.0996
2017-06-14 11:17:13 800.48 16.98 14.93 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:14 800.48 16.98 14.93 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:15 800.28 16.98 14.93 52.22 100.33 0.1436 0.0997
2017-06-14 11:17:16 800.26 16.99 14.93 52.22 100.33 0.1436 0.0997
2017-06-14 11:17:17 800.51 16.99 14.94 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:18 800.19 16.99 14.94 52.22 100.33 0.1436 0.0997
2017-06-14 11:17:19 800.48 17.00 14.94 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:20 800.55 17.00 14.95 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:21 800.59 17.00 14.95 52.22 100.31 0.1436 0.0997
2017-06-14 11:17:22 800.45 17.01 14.95 52.22 100.31 0.1436 0.0998
2017-06-14 11:17:23 800.42 17.01 14.95 52.22 100.31 0.1436 0.0998
2017-06-14 11:17:24 800.15 17.01 14.95 52.22 100.33 0.1436 0.0998
2017-06-14 11:17:25 800.29 17.01 14.96 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:26 800.25 17.02 14.96 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:27 800.20 17.02 14.96 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:28 800.02 17.02 14.96 52.22 100.33 0.1435 0.0998
2017-06-14 11:17:29 800.17 17.02 14.97 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:30 799.73 17.02 14.97 52.22 100.33 0.1435 0.0998
2017-06-14 11:17:31 799.93 17.03 14.97 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:32 800.00 17.03 14.97 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:33 800.03 17.03 14.97 52.22 100.31 0.1435 0.0998
2017-06-14 11:17:34 800.08 17.03 14.97 52.22 100.31 0.1435 0.0999
2017-06-14 11:17:35 800.16 17.04 14.98 52.22 100.31 0.1435 0.0999
2017-06-14 11:17:36 799.75 17.03 14.98 52.19 100.33 0.1435 0.0999
2017-06-14 11:17:37 800.21 17.04 14.98 52.19 100.31 0.1435 0.0999
2017-06-14 11:17:38 800.00 17.04 14.98 52.19 100.31 0.1435 0.0999
2017-06-14 11:17:39 800.09 17.04 14.99 52.22 100.31 0.1435 0.0999
2017-06-14 11:17:40 800.43 17.05 14.99 52.22 100.29 0.1435 0.0999
2017-06-14 11:17:41 800.47 17.06 14.99 52.22 100.29 0.1435 0.0999
2017-06-14 11:17:42 800.24 17.05 14.99 52.22 100.31 0.1435 0.0999
2017-06-14 11:17:43 800.18 17.06 15.00 52.22 100.31 0.1435 0.0999
2017-06-14 11:17:44 799.87 17.05 15.00 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:45 799.80 17.06 15.00 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:46 799.97 17.06 15.00 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:47 799.84 17.06 15.00 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:48 800.50 17.07 15.01 52.22 100.29 0.1435 0.1000
2017-06-14 11:17:49 800.17 17.07 15.01 52.22 100.31 0.1435 0.1000
2017-06-14 11:17:50 799.91 17.07 15.01 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:51 799.84 17.08 15.02 52.22 100.33 0.1435 0.1000
2017-06-14 11:17:52 800.03 17.08 15.02 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:53 800.08 17.09 15.02 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:54 800.09 17.09 15.03 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:55 800.09 17.09 15.03 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:56 800.06 17.09 15.03 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:57 800.04 17.10 15.03 52.22 100.31 0.1435 0.1001
2017-06-14 11:17:58 799.89 17.10 15.03 52.22 100.33 0.1435 0.1001
2017-06-14 11:17:59 799.86 17.10 15.04 52.22 100.33 0.1435 0.1001
